Id,Label,year,citations,research_fields,keywords,level,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering
53e997c2b7602d9701fb00d8,Software reuse,1992,11,,software artifact | software system | standard software engineering practice | software reuse | reuse software | reuse technique | reusing software | abstraction | software reuse technology | reuse approach | different approach | cognitive distance,L3,10,11,21,8,17,0.092583,0.119247,15343.557048,0.066667
53e997c2b7602d9701fb2187,Software Engineering,1976,2,,likely future trend | integrated technology management approach | overall area | extensive set | software management | software engineering | software life cycle requirement | Software Engineering | various phase | current state,L3,20,11,31,8,15,0.109163,0.133363,52219.896993,0.031034
53e997c6b7602d9701fb3643,Software agents,1994,2,,software agent,L3,10,2,12,4,3,0.5,0.633333,107.166667,0.037879
53e997c6b7602d9701fb4b30,Recommender Systems,1997,5654,,recommender system,L3,10,1,11,1,17,0.126757,0.154271,1362.903331,0.072727
53e997c6b7602d9701fb4c5b,Rough sets,1982,22319,,artificial intelligence | inductive reasoning | pattern recognition | fuzzy sets | learning algorithms | tolerance theory | measurement theory | cluster analysis | automatic classification,L3,0,0,0,0,0,0,0,0,0
53e997c6b7602d9701fb697c,Reengineering inspection,1998,86,,Reengineering inspection,L3,0,5,5,8,17,0.098459,0.127991,0,0.25
53e997cbb7602d9701fbd61f,Viewing the WEB as a marketplace the case of small companies,1997,107,Information system | World Wide Web | Business to employee | Advertising | Electronic data interchange | Computer science | Anecdotal evidence | Clothing | Web engineering | Marketing | The Internet,small company | small companies | marketplace | web | world wide web,L3,2,2,4,6,17,0.09058,0.102468,29.942857,0.083333
53e997d1b7602d9701fc3662,Computerized loan origination systems an industry case study of the electronic markets hypothesis,1994,372,Financial intermediary | Incomplete contracts | Loan | Economics | Actuarial science | Clos network | Knowledge management | Financial system | Hierarchy | Opposition planets | Loan origination | Liberian dollar,electronic market | electronic coordination | mediated market product | electronic markets hypothesis | industry case study | case study | industry structure | computerized loan origination system | market activity | electronic hierarchy | electronic market coordination | home mortgage industry | home mortgage market,L3,12,5,17,6,17,0.09589,0.121843,126.553804,0.117647
53e997d7b7602d9701fcf39f,Reusing Software Issues and Research Directions,1995,1043,Software engineering | Systems engineering | Package development process | Computer science | Software peer review | Component based software engineering | Software construction | Software framework | Software sizing | Software development | Social software engineering,software component | software industry need | software industry | software reuse | software productivity | software development | reusing software | research directions | reusable software andlocate | software engineering | reusable software | previous software project | object oriented programming | programming | production | artificial intelligence | artificial intelligent | productivity | software quality,L3,9,25,34,8,14,0.147397,0.213088,3995.945559,0.024955
53e997dcb7602d9701fd15bb,Memory in the small an application to provide task based organizational memory for a scientific community,1995,73,Organizational network analysis | Organizational memory | Computer science | Electronic performance support systems | Organizational behavior and human resources | Knowledge management | Memory management | Organizational learning | Organizational studies | Memory architecture,astronomy computing | knowledge based systems | memory architecture | ASSIST | astrophysicists | memory in the small | organizational memory | performance support mechanism | scientific community | task performance,L3,5,3,8,58,13,0.149412,0.175142,5111.6401,0.178571
53e997ddb7602d9701fd6707,Using electronic meeting technology to support economic policy development in New Zealand short term results,1994,39,Public relations | Computer science | Economic policy | Ethnic group | Marketing | Competitor analysis,short term result | economic development process | national study | economic policy making meeting | research data | different ethnic group | group support technology | meeting urgency | economic policy development | New Zealand | electronic meeting technology,L3,1,2,3,58,17,0.097405,0.131171,9,0.166667
53e997e4b7602d9701fdb468,What is being done to measure user satisfaction with EDF MIS,1990,199,,measuring satisfaction with edp mis | why measure use satisfaction | impact of satisfaction measurement | user satisfaction | user satisfaction factors | edp mis evaluation,L3,5,4,9,10,3,0.55,0.651515,138.480316,0.111111
53e997e4b7602d9701fddf83,Business process simulation,1996,217,,business process | unique modeling | simulation exercise | business process simulation | analysis consideration | introductory tutorial | model performance measure | simulation software product | purchasing process simulation exercise | output requirement | simulation procedure | typical model input | business process simulation tool | analysis | throughput | visualization | flowcharts | financial management | process simulation | human resource management | automation | simulation software | project management | animation | computer simulation | modeling | risk management,L3,3,2,5,6,1,1,1,2,0.333333
53e997e4b7602d9701fdeaac,Beyond being there,1992,859,World Wide Web | Computer supported cooperative work | Computer science | Presupposition | Human computer interaction | Electronic media | Multimedia | Sketch,unquestioned presupposition | cscw | telecommunications | alternative proposal | potential criticism | example project | face to face communication | electronic media | current work,L3,6,4,10,58,18,0.086943,0.108175,2049.383139,0.066667
53e997e8b7602d9701fdff7f,Behavior construction kits,1993,246,,behavior construction kit | education,L3,2,0,2,10,0,0,0,0,0
53e997e8b7602d9701fe0b29,Business enterprise modeling,1990,60,Integrated enterprise modeling | Systems engineering | Enterprise software | Computer science | Process modeling | Enterprise modelling | Enterprise information system | Enterprise integration | Enterprise life cycle | Business architecture,enterprise modeling | case tool | computer aided software engineering,L3,2,3,5,6,13,0.149487,0.17221,9149.676392,0.05
53e997e9b7602d9701fe33fb,Categorizing automated messages,1998,31,Theoretical linguistics | Electronic data interchange | Information retrieval | Computer science | Knowledge management | Speech act | Database,automated message | interorganizational communication | structured organizational communication | electronic data interchange | automated message processing | electronic commerce | speech act theory | field study | organizational communication,L3,0,4,4,6,15,0.119057,0.142199,0,0
53e997e9b7602d9701fe30ca,Computing and accountability,1994,107,Programming language | Engineering ethics | Computer science | Liability | Accountability | Management,liability | responsibility,L3,5,1,6,1,20,0.072269,0.080008,37.189394,0
53e997ecb7602d9701fe7565,Autonomous interface agents,1997,693,Autonomous agent | Intelligent agent | Computer science | Agent architecture | Human computer interaction | Multimedia,autonomous agents | search | interface agents | agents | web | learning | autonomous interface agent | browsing | autonomous agent,L3,5,2,7,1,14,0.146812,0.171248,607.046392,0.047619
53e997ecb7602d9701fe8fea,Adaptive narrative abstraction,1998,26,Constraint satisfaction | Programming language | Abstraction | Computer science | Constraint programming | Narrative | Concurrent constraint logic programming | Constraint learning | Constraint logic programming | Multimedia,adaptive narrative abstraction | hypermedia | narratives | abstraction | causality | granularity | context | adaptivity,L3,0,2,2,1,17,0.112173,0.139639,0,0
53e997ecb7602d9701feaecf,Agent Amplified Communication,1996,157,Software deployment | Computer science | Artificial intelligence | Multimedia | Machine learning | Referral,informal person to person network | email communication pattern | prototype system | agent based system | advanced agent based system | agent based framework | higher responsiveness | manual approach | person to person communication | higher accuracy | user agent,L3,2,4,6,1,16,0.130521,0.160105,907.486013,0.133333
53e997edb7602d9701feddb9,Adaptive Fraud Detection,1997,1322,,fraud detection | rule learning | profiling | constructive induction | intrusion detection | applications,L3,2,2,4,0,20,0.096774,0.113817,4,0
53e997f1b7602d9701feeb54,Active database systems,1999,894,,common framework | active databases | active behavior description language | events | considerable effort | conventional database system | active database system | object oriented databases | relational databases | database system | improved understanding | active functionality | active application | certain design decision | activation function | relational database,L3,0,3,3,4,1,1,1,0,0
53e997f1b7602d9701fef21a,Analogy considered harmful,1982,363,,mysterious new computer system | computer file system | computer system | new user | computer file system work | familiar situation | office filing cabinet work | filing cabinet | knowledge representation | software engineering | artificial intelligence | project management | knowledge based systems,L3,12,1,13,10,2,0.666667,0.75,50.634524,0.064103
53e997f1b7602d9701ff150a,Aspect oriented programming,1997,10592,,aspect oriented programming | agent oriented programming | software design | separation of concern | modularity | programming language | aspect oriented programming | aspect oriented,L3,3,5,8,8,15,0.108985,0.126306,583.954167,0.035714
53e997f4b7602d9701ff717b,Improving Software Productivity,1987,641,,Improving Software Productivity | First Page,L3,17,1,18,8,16,0.09732,0.106201,3246.632238,0.039216
53e997f5b7602d9701ff9861,Intelligence without representation,1991,7960,No taxation without representation | Creatures | Information processing | Interfacing | Artificial intelligence | Subsumption architecture | Perception | Robotics | Mobile robot | Mathematics,artificial intelligent | information processing | mobile robot,L3,3,0,3,16,0,0,0,0,0.166667
53e997f5b7602d9701ffa6c3,Knowledge management s,1999,21,,best practice | knowledge management | best practices | knowledge mapping,L3,0,2,2,58,19,0.086911,0.104333,0,0
53e997f5b7602d9701ffb2ea,Knowledge based defuzzification,1996,56,Defuzzification | Mountain method | Artificial intelligence | Knowledge base | Cluster analysis | Machine learning | Mathematics,knowledge based defuzzification | defuzzification | clustering | mountain method | knowledge base,L3,0,1,1,1,1,1,1,0,0
53e997f8b7602d9702001784,Information As Thing,1991,1796,Attributive | Information system | Data mining | Information integration | Cognitive models of information retrieval | Information processing | Information retrieval | Computer science | Information science | Rhetoric | Information quality,data | information science | information systems,L3,1,0,1,58,0,0,0,0,0
53e997f8b7602d9702001277,Introduction and overview,1993,100,,indexing | planning | indexes | information technology,L3,0,0,0,10,0,0,0,0,0
53e997f9b7602d9702003a02,Intuitive decision making,1999,76,,intuitive decision making,L3,0,0,0,6,0,0,0,0,0
53e997fcb7602d970200989e,Functionality and usability,1987,377,Web usability | Programming language | Usability engineering | Computer science | Usability | Systems design | Usability goals | Human computer interaction | Usability inspection | User interface | Limiting | Embedded system,,L3,8,1,9,10,1,1,1,565,0.055556
53e99800b7602d970200d9e7,Evaluating system integrity,1998,12,Permission | Functional requirement | Dependability | Cryptography | Computer security | Computer science | Requirements analysis | System integrity | Separation of duties | Backup,system integrity | measure | confidentiality | dependability | fault tolerant | separation of duty | concepts | system integration | computer security,L3,0,0,0,9,0,0,0,0,0
53e99800b7602d970200ef63,Expert opinion accounting,1999,3,,production systems | costing | decision support systems | tires | conceptual model | knowledge base | accounting systems | information architecture | enterprise information system | concrete | transaction data | knowledge based systems | economic data | system design | decision support system | stress,L3,0,4,4,4,14,0.135593,0.163877,0,0
53e99800b7602d97020116a9,Introducing OO Development in a Large Banking Organization,1999,8,,methodological guidance | large banking organization | large organization | wide range | coherent oo development approach | introducing oo development | special kind | application development model | process guideline | object oriented development method | object oriented | application development | software architecture | object oriented programming,L3,0,1,1,4,3,0.5,0.611111,0,0
53e99804b7602d9702018100,Diaries at work,1998,69,Computer supported cooperative work | Computer science | Knowledge management | Human computer interaction,peripheral awareness | cscw | organisational memory | overhearing | papermill,L3,2,4,6,16,13,0.166186,0.197693,595.27881,0.066667
53e99804b7602d970201874f,Distributed data processing,1978,47,,decentralized system | small computer | organizational need | choice criterion | system design principle | centralized system | various possible data | data processing | price performance ratio | data processing facility,L3,2,0,2,6,0,0,0,0,0.5
53e99808b7602d9702019d67,Cornering the Chimera,1996,332,,high level quality attribute | adequate product quality model | quality process | better quality software product | testable quality model | software product quality | quality product | product quality model | external quality attribute | software quality | environment,L3,2,1,3,8,19,0.07905,0.089064,11.619048,0
53e99808b7602d970201ab6f,Consensus versus speed,1995,35,Information system | International standards organization | Programming language | Information technology | Engineering management | Computer science | Management | Standardization,international consensus | traditional process | long time | powerful standards body | major impediment | international organization | information technology arena | information technology,L3,0,0,0,6,0,0,0,0,0
53e99808b7602d970201af26,Computer vision applications,1994,25,Computer vision | Computer science | Artificial intelligence | Need to know,computer vision application | computer vision,L3,4,0,4,58,0,0,0,0,0
53e99809b7602d970201c8cd,Components of expertise,1990,814,Knowledge level | Inference | Computer science | Expert system | Artificial intelligence | Dipmeter Advisor | Modularity,,L3,11,2,13,4,1,1,1,6354.833333,0.147436
53e99809b7602d970201e226,Corporate Planning Models,1977,37,Accounting | Corporation | Corporate governance | Simulation | Engineering | Technical report,hundred firm | united states | complex inter relationships | logical relationship | aforementioned data | corporate planning models | thousand firm | production activity | corporate planning model | financial market,L3,2,1,3,6,0,0,0,0,0.5
53e99809b7602d970201e642,Classification problem solving,1984,305,Computer software | Heuristic | Abstraction | Computer science | Inference | Theoretical computer science | Heuristics | Computer Applications | Artificial intelligence | Machine learning,classification problem solving model | heuristic program | well structured problem | heuristic association | problem solving method | characteristic inference structure | catalog selection | representation tool | broad range | similar problem | methodology | selection | classification | higher education | planning | heuristics | computer science | programming languages | computer applications,L3,1,0,1,4,0,0,0,0,0
53e9980eb7602d9702022e8e,Collaborative interface agents,1994,691,Scratch | Embodied agent | Computer science | Human computer interaction | Multimedia,collaborative interface agent,L3,10,4,14,1,16,0.130881,0.161637,1456.438903,0.087912
53e9980eb7602d97020237ac,Constraint Handling Rules,1994,266,,constraint handling rules | linear logic | spectrum | first order logic | programming language | time complexity | data structure,L3,0,0,0,9,0,0,0,0,0
53e9980eb7602d9702024160,Conceptual integration networks,1998,3705,Framing construction | Categorization | Blending inheritance | Computer science | Cognitive psychology | Conceptual blending | Grammar | Artificial intelligence | Analogy | Psycholinguistics | Recursion,analogy | counterfactual | conceptual integration | compression,L3,0,1,1,58,1,1,1,0,0
53e99813b7602d97020293e5,Direct manipulation interfaces,1985,1935,Data processing | Information processing | Computer science | Direct manipulation interface | Input output | Human computer interaction | Phenomenon | Vocabulary | Feeling | Cognitive development,phenomenon concern | information processing distance | cognitive account | interface design | interface language | output vocabulary | good form | direct manipulation interface | underlying phenomenon | direct manipulation | interfaces | language | data processing | cognitive processes | touch | cognition | cognitive development | information processing,L3,20,2,22,10,15,0.107194,0.117854,17242.921795,0.041126
53e99813b7602d9702029639,Design maintenance systems,1992,207,,reuse | maintenance | design maintenance system | transformation | formal case,L3,4,2,6,8,19,0.077172,0.086804,72.033333,0.033333
53e99813b7602d970202a777,Decentralized Trust Management,1996,3393,Trusted third party | Internet privacy | Trust anchor | Computer security | Computer science | Security information and event management | Computational trust | Security policy | Management system | Chain of trust | Web of trust,trust management problem | network service | new trust management system | overall trust management problem | trust relationship | security credential | security feature | security policy | support security | Policy Maker | Decentralized trust management,L3,6,0,6,9,0,0,0,0,0.2
53e99813b7602d970202ce3d,Design for Wearability,1998,498,,wearable computers | dynamic wearability | design research | human body | design guidelines | study design | wearable computer | form factor | wireless communication | field experiment | three dimensional | human computer interaction | product design,L3,0,2,2,16,1,1,1,0,0.5
53e99813b7602d970202cb82,Designing Educational Multimedia,1996,3,Educational multimedia | Engineering | Multimedia,pedagogical issues | designing educational multimedia | film | hypermedia multimedia based educational systems | development process | education system | design education,L3,0,3,3,1,13,0.165062,0.199998,0,0
53e99813b7602d970202f06e,Relevance feedback revisited,1992,669,Data mining | Relevance feedback | Query expansion | Information retrieval | Computer science | NIST | Ranking information retrieval | Relevance information retrieval | Probabilistic logic,performance improvement | probabilistic retrieval model | large document collection | interactive information retrieval | missing link | formal user experiment | user experiment | relevance feedback | multiple iteration | query expansion | user experience,L3,1,0,1,1,0,0,0,0,0
53e99818b7602d97020343dc,Representing Word Meanings,1991,5,SemEval | Lexical semantics | Computer science | Lexical item | Semantic property | Lexical functional grammar | Natural language processing | Artificial intelligence | Lexical density | Semantic change | Polysemy,representing word meanings | lexical semantics,L3,1,1,2,4,13,0.150029,0.177842,0,0
53e9981db7602d9702039959,Software growth options,1998,200,,business process | IT investment | software growth option | flexible response | business environment | quantitative IT investment decision | IT platform | general conclusion | particular base system | real options model,L3,0,3,3,6,14,0.146378,0.185973,0,0
53e9981db7602d970203b604,SPKI Certificate Theory,1999,1254,Authentication | Public key certificate | Computer science | Computer security | Canonical form | Simple public key infrastructure | Hash function | Database | Certificate | The Internet | Authorization certificate,,L3,0,1,1,9,1,1,1,0,0
53e9981db7602d970203bcf5,Structured design methodologies,1978,27,Software design | Software engineering | Computer science | Design methods | Software system | Structured programming | Software | Software maintenance | Structured analysis | Data flow diagram,data flow design method | system level | module level | software engineering technique | large software design problem | design methodology | reliable software | data structure design method | major structured design methodology | code level | stepwise refinement | telephony | software engineering | design method | software systems | information processing | functional decomposition | data structure | pseudo code | data flow | development process | software design | application software | structure analysis | software maintenance | data structures,L3,0,0,0,8,0,0,0,0,0
53e9981db7602d970203c333,Situated Clinical Cognition,1995,14,Situated cognition | Situated | Clinical decision making | Cognitive science | Computer science | Artificial intelligence | Socialization | Cognition | Management science | Machine learning,SITUATED CLINICAL COGNITION | THEORIES OF COGNITION | CLINICAL INFORMATION SYSTEMS | CLINICAL DECISION MAKING,L3,0,2,2,16,17,0.095346,0.120236,0,0
53e9981db7602d970203c999,Software complexity measurement,1986,274,Programming language | Computer science | Programming complexity,software complexity measurement | inappropriate use | damaging effect | software complexity measure | rewarding poor programming practice | good programmer,L3,4,2,6,8,3,0.538462,0.619048,81.978571,0
53e9981db7602d970203d6f6,Simplifying decision trees,1987,223,Decision tree | Data mining | Grafting decision trees | Computer science | Influence diagram | Pruning decision trees | Artificial intelligence | Decision theory | Decision tree learning | Machine learning | Alternating decision tree | Incremental decision tree,simplifying decision tree | simplifying decision trees | excessive complexity | decision tree | opaque structure | paper discusses technique | information processing | artificial intelligence | accuracy | decision theory | fault tree analysis | test bed,L3,9,2,11,0,17,0.137813,0.17923,4306.304058,0.133333
53e99821b7602d9702040727,Software Risk Management,1989,223,,materials failure | construction engineering | risk management | potential collapse zone | mitigation plan | human capacity | mature engineering discipline | st peters | major risk | software risk management | financial strategy | software development,L3,11,2,13,8,3,0.466667,0.571429,373.228211,0.064103
53e99821b7602d9702040ccb,Specification Level Interoperability,1990,153,Data structure | Notation | Programming language | Software engineering | Computer science | Interoperability | Implementation | Formal specification,specification level approach | type models | specification level | different interoperating programs | developed a model | unified type model | different languages | representation level | specification level interoperability | different kinds | combining components | information science | interoperability | availability | lifting equipment | prototypes | distributed computing | numerical analysis | data structures | formal specification,L3,1,0,1,16,0,0,0,0,0
53e99822b7602d9702043de8,Stop That Divorce,1999,0,Programming language | Computer science,,L3,1,1,2,6,1,1,1,1,0
53e99822b7602d970204503f,Support Vector Networks,1995,57694,Online machine learning | Feature vector | Semi supervised learning | Pattern recognition | Active learning machine learning | Computer science | Artificial intelligence | Computational learning theory | Relevance vector machine | Linear classifier | Feature learning | Machine learning,pattern recognition | efficient learning algorithms | neural networks | radial basis function classifiers | polynomial classifiers,L3,5,0,5,1,0,0,0,0,0.1
53e99827b7602d97020463e2,Tree bank Grammars,1996,507,Tree adjoining grammar | Link grammar | L attributed grammar | Context free grammar | Regular tree grammar | Computer science | Phrase structure grammar | Artificial intelligence | Natural language processing | Ambiguous grammar | Generative grammar | Machine learning,tree bank | context free grammar | common wisdom | tree bank grammar | actual word | hand parsed sentence | penn wall street journal | tree bank grammars | primary purpose | non word based statistical parsers | present result | penn waii street journal,L3,0,0,0,1,0,0,0,0,0
53e99827b7602d970204989f,Taking CSCW seriously,1992,1881,,CSCW | Cooperative Work | Articulation Work | Common information Space,L3,12,8,20,16,15,0.117337,0.163073,5430.813724,0.021053
53e99827b7602d9702049720,Trusted Computing Update,1995,22,Trusted client | Trusted Network Connect | Horizontal and vertical | Trusted Computing | Computer science | Information technology | Computer security | Direct Anonymous Attestation | Access control | Trusted computing base,COMPUTER ARCHITECTURE | SECURITY | DISTRIBUTED SYSTEMS | ACCESS CONTROL | POLICY | TRUSTED COMPUTING BASE | APPLICATIONS | SEPARATION,L3,0,1,1,9,1,1,1,0,0
53e99827b7602d9702049b75,Paperwork at 78kph,1996,35,Process automation system | Computer supported cooperative work | Computer science | Search engine indexing | Human computer interaction,process automation | indexation | indexing | cscw,L3,1,9,10,16,13,0.161413,0.204506,79.568651,0.033333
53e9982cb7602d970205029f,Physicians in cyberspace,1998,16,Computer science | Multimedia | Cyberspace,,L3,0,1,1,58,3,0.5,0.611111,0,0
53e9982cb7602d9702054441,Probabilistic neural networks,1990,5191,,pattern recognition | probabilistic neural network | neuron | bayes strategy | parzen window | parallel processor | probability density function | associative memory | neural network,L3,1,0,1,0,0,0,0,0,0
53e99832b7602d97020551a5,Probabilistic similarity networks,1990,498,Data mining | Pathfinder | Similitude | Conditional independence | Computer science | Expert system | Theoretical computer science | Influence diagram | Decision theory | Probabilistic logic | Knowledge acquisition,probabilistic similarity network,L3,1,1,2,0,1,1,1,1,0
53e99832b7602d9702056fd3,Practical usability evaluation,1995,63,Heuristic evaluation | Computer science | Usability engineering | Usability | Usability lab | Usability goals | Human computer interaction | Cognitive walkthrough | Usability inspection | System usability scale | Multimedia,evaluation methodology | s | 5 2 user interfaee | 2 2 | cost effectiveness | virtual reality | business communication | hypertext | human factors | cscw | information system | user interface | heuristic evaluation | navigation | ethnography,L3,0,5,5,16,16,0.101688,0.121157,0,0.15
53e99833b7602d970205b5ae,Making work visible,1995,3,,,L3,11,6,17,16,17,0.104429,0.138829,4938.363194,0.033088
53e99838b7602d970205f007,On handling exceptions,1995,52,Information system | USable | Data mining | Programming language | Systems engineering | Computer science | Exception handling | Finite state machine,exception handling | verifying exception handling rule | tool usable | information system | current literature | finite state machines | unique input,L3,0,1,1,16,3,0.444444,0.541667,0,0
53e99838b7602d97020607de,On folk theorems,1980,175,Programming language | Computer science | Structured programming | Folk theorem | Flowchart,structured programming | while programs | folk theorem | flowchart,L3,1,4,5,8,2,0.8,0.875,0,0.333333
53e99838b7602d9702062921,On visual formalisms,1988,2024,Information system | Knowledge representation and reasoning | Programming language | Higraph | Computer science | Systems design | Theoretical computer science | Formalism philosophy | Rotation formalisms in three dimensions,wide array | complex concurrent system | behavioral specification | visual formalisms | knowledge representation | visual formalism | general kind | topological nature | higraph based language,L3,10,2,12,4,3,0.545455,0.638889,11948.316667,0.036364
53e9983db7602d97020636e2,Object oriented patterns,1992,425,Programming language | Object oriented programming | Computer science | Pattern analysis | Object oriented software engineering | Software development,reliable component reusability | object oriented pattern | object oriented notation and methodology | analysis | object oriented software engineering | object oriented | object oriented software engineering | object oriented analysis,L3,0,1,1,4,3,0.5,0.611111,0,0
53e99841b7602d970206aaaa,Learning interface agents,1993,462,Learning agent | Computer science | Scheduling computing | Human computer interaction | Artificial intelligence | Error driven learning | User interface | User interface design | Machine learning | Metaphor | Reinforcement learning | Interface metaphor,,L3,6,4,10,1,15,0.136092,0.16554,1324.406705,0.166667
53e99842b7602d970206c607,Mining business databases,1996,5,Data mining | Knowledge representation and reasoning | Text mining | Web mining | Information retrieval | Computer science | Visualization | Theoretical computer science | Information extraction | Knowledge extraction,mining business databases,L3,2,1,3,0,18,0.118956,0.143376,1.5,0
53e99842b7602d970206f944,Power dependence and stability in multiagent plans,1999,45,,social power | social dependence | decision theoretic model | group dependence | multiagent plan | dependence network model | power relation | group activity | stable dependence structure | different choice | network model,L3,1,2,3,9,16,0.12505,0.142986,360.869841,0.166667
53e99842b7602d970206ff3e,Metamathematics Of Contexts,1995,193,Intuitionistic logic | Discrete mathematics | Autoepistemic logic | Computer science | Zeroth order logic | Decidability | Modal logic | Well formed formula | Propositional variable | Intermediate logic,hilbert style proof system | kripke semantics | general system | propositional logic | general propositional language | brief comparison | correspondence theory | classical propositional logic | completeness result | propositional atom | artificial life,L3,2,2,4,9,3,0.5,0.611111,10.5,0.166667
53e99842b7602d9702070a49,Mining online text,1999,91,World Wide Web | Programming language | Computer science,mining online text,L3,0,0,0,1,0,0,0,0,0
53e99842b7602d97020711c6,Mining scientific data,1996,279,Data science | Programming language | Computer science,scientific data,L3,1,0,1,0,0,0,0,0,0
53e99845b7602d970207221c,Mining Sequential Patterns,1995,8416,Data mining | Transaction time | Computer science | GSP Algorithm | Online transaction processing | Frequent subtree mining | Projection relational algebra | Database transaction | Transaction data | Distributed transaction | Database,scale up experiment | sequential pattern | large database | excellent scale up property | customer transaction | comparable performance | mining sequential pattern | minimum number | mining sequential patterns | aprioriall scale linearly | transaction time | computer science | pattern matching | algorithms | sequential pattern mining,L3,14,2,16,0,17,0.131473,0.168511,7405.493575,0.216667
53e99845b7602d9702073a7e,Module interconnection languages,1986,328,Engineering drawing | Programming in the large and programming in the small | Software engineering | Systems engineering | Computer science | Software system | System integrity | Coding social sciences | Software | Formal grammar | Interconnection | Software development,module interconnection language | programming in the large,L3,3,2,5,8,2,0.75,0.833333,8.711111,0.2
53e99845b7602d9702073fae,Maintaining IS quality,1997,34,Information system | QA QC | Systems engineering | Quality policy | Quality function deployment | Computer science | Software quality control | Excellence | Empirical research | Quality assurance,Quality | IS quality | IS maintenance,L3,0,4,4,10,13,0.142087,0.184363,0,0
