Id,Label,year,citations,research_fields,keywords,level,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering
53e997bab7602d9701fa16be,Workflow Patterns,2003,4544,,workflow | pattern | control flow | suitability | expressive power,L3,4,4,8,4,2,0.714286,0.8,18.5,0.214286
53e997bdb7602d9701fa6bfa,Understanding Availability,2003,764,,,L3,0,1,1,9,3,0.5,0.583333,0,0
53e997bdb7602d9701fa7405,Trust online,2000,1036,,trust online,L3,12,0,12,10,0,0,0,0,0
53e997c1b7602d9701fac9e0,Social Software,2002,181,,Computer Scientist | Theoretical Work | Social Software | Important Project | Social Procedure,L3,0,0,0,9,0,0,0,0,0
53e997c6b7602d9701fb7074,Random Forests,2001,102511,,classification | regression | ensemble,L3,0,0,0,0,0,0,0,0,0
53e997d7b7602d9701fcae96,Sharing designer and user perspectives of web site evaluation a cross campus collaborative learning experience,2002,31,Pluralistic walkthrough | Web usability | World Wide Web | Heuristic evaluation | Computer science | Usability engineering | Usability | Knowledge management | Usability lab | Cognitive walkthrough | System usability scale | Multimedia,,L3,0,0,0,6,0,0,0,0,0
53e997ddb7602d9701fd799d,Discontinuities and continuities a new way to understand virtual work,2002,281,Work environment | Classification of discontinuities | Job design | Information technology | Knowledge management | Coherence physics | Human computer interaction | Information and Communications Technology | Engineering | Virtual work | Exploratory research | Management science,communications technology | information technology | work design | exploratory study | discontinuities | comparative research | communication technology,L3,2,1,3,58,2,0.666667,0.75,6,0
53e997e3b7602d9701fd863f,Radio s lessons for the Internet,2000,45,World Wide Web | Computer science | The Internet,,L3,1,0,1,10,0,0,0,0,0
53e997e3b7602d9701fd92d6,Additional Listing Options On eBAY Are They Worth The Money,2002,5,English auction | Advertising | Computer science | Multiunit auction | Common value auction | Auction theory | Proxy bid | Reverse auction | Online auction | Marketing | Data records,weight loss,L3,0,2,2,10,2,0.75,0.833333,0,0
53e997e3b7602d9701fd9ee4,Business Models and System Architectures of Virtual Communities From a Sociological Phenomenon to Peer to Peer Architectures,2002,195,Artifact centric business process model | New business development | Economics | Peer to peer | Sociology | Commerce | Information and Communications Technology | Business model | Business process modeling | Systems architecture | Marketing | Virtual community,business model | medium | peer to peer | system architecture | virtual community,L3,1,2,3,10,1,1,1,2,0
53e997e8b7602d9701fe1d27,Contracts and types,2003,178,Programming language | Computer science | Process calculus,formal account | service contract | mobile process algebra | service description | process algebra,L3,0,0,0,10,0,0,0,0,0
53e997e9b7602d9701fe410c,Cost bounded argumentation,2001,36,Discrete mathematics | Argumentation theory | Approximations of | Approximate reasoning | Artificial intelligence | Probabilistic argumentation | Mathematics | Machine learning | Bounded function,belief functions | probabilistic argumentation systems | cost functions | approximate reasoning | degree of support | evidence theory | degree of possibility | cost function | exact solution,L3,2,0,2,9,0,0,0,0,0
53e997edb7602d9701fed61d,Active electronic mail,2002,9,,computational intelligence | intelligent mobile agents | email | active networks | mobile agent | active network,L3,0,0,0,1,0,0,0,0,0
53e997f1b7602d9701ff0c2c,Automating Supply Chains,2001,57,Information system | World Wide Web | Electronic data interchange | Computer science | Process modeling | Computer network | Implementation | Data integrity | Business communication | Supply chain | User requirements document,different company | effective supply chain management | companies billion | efficient scm implementation | open applications | overall business to business | automating supply chains | manufacturing business to business standards community | missing link | supply chain problems cost company | current technology | e commerce | internet | data integrity | electronic commerce | supply chain management | information system | supply chain | electronic data interchange | computational science and engineering | business communication | user requirements | process model | software agents | software agent,L3,0,0,0,4,0,0,0,0,0
53e997f1b7602d9701ff150f,Aspect Oriented Programming,2000,5,,aspect oriented programming,L3,1,0,1,8,0,0,0,0,0
53e997f1b7602d9701ff150d,Aspect oriented programming,2001,132,,aspectj | aspect oriented software design | aspect oriented extension | aspect oriented programming | crosscutting concern | seamless aspect oriented extension | aspects | crosscutting conerns | concerns | underlying model | explicit mechanism | modularity | programming language | aop language | aspectc | software design | cross cutting | software development | resource management | computer architecture | aspect oriented programming | computer languages | packaging | object oriented programming,L3,1,1,2,8,1,1,1,1,0
53e997f1b7602d9701ff33b9,Advanced Workflow Patterns,2000,4,Workflow technology | Business process | Document management system | Computer science | XPDL | Workflow engine | Workflow management system | Workflow | Distributed computing | Design pattern,advanced workflow patterns | workflow patterns,L3,9,1,10,4,1,1,1,15.5,0.044444
53e997f4b7602d9701ff6fed,Inferring User Interest,2001,241,World Wide Web | Relevance feedback | Information needs | Web intelligence | Information retrieval | Web page | Computer science | Web navigation | Web service | Information filtering system,implicit interest indicator | records user | recommender system | various implicit rating | implicit rating | user interface | single web page | explicit rating | user privacy | inferring user interest | web browser | information needs,L3,0,0,0,1,0,0,0,0,0
53e997f4b7602d9701ff7eaf,Integration von Informationssystemen,2003,4,Information system | Data mining | Information integration | Ontology based data integration | XML | Systems engineering | Computer science | SOAP | Design specification | Schema matching | System integration,application integration | EAI | integration framework | component approach | meta information systems | RosettaNet | schema matching | SCOR model,L3,0,4,4,4,2,0.7,0.785714,0,0
53e997f5b7602d9701ff8d2f,Interaction Protocol Engineering,2003,41,Scratch | Computer science | Interaction protocol | Multi agent system | Conformance testing | Formal description | Transmission protocol | Communications protocol | Distributed computing,communication protocol | conformance testing,L3,0,1,1,4,1,1,1,0,0
53e997f5b7602d9701ff904f,Information system integration,2001,683,,information systems integration | information system integration,L3,4,0,4,6,0,0,0,0,0.083333
53e997f5b7602d9701ffa6ab,Knowledge management technology,2001,821,Procedural knowledge | Body of knowledge | Personal knowledge management | Explicit knowledge | Computer science | Knowledge management | Knowledge value chain | Organizational learning | Knowledge engineering | Tacit knowledge,knowledge management technology | expertise location | tacit knowledge | organizational knowledge creation | knowledge management | explicit knowledge | knowledge management solution | encouraging development | current solution | knowledge transformation | explicit form,L2,10,15,25,58,3,0.685714,0.798611,288,0.019928
53e997f5b7602d9701ffb408,Knowledge and Security,2003,8,Incentive | Personal knowledge management | Computer science | Competitive advantage | Knowledge management | Knowledge value chain | Knowledge creation | Organizational learning | Competitor analysis,,L3,0,0,0,58,0,0,0,0,0
53e997f8b7602d9701ffcd89,Health care informatics,2003,171,Telemedicine | Information system | Health care | Management information systems | Change management | Enterprise system | HRHIS | Computer science | Knowledge management | Health informatics,internet application | health care informatics | health care organization | enterprise system | new information system | business change | personalized customer care | health care industry | new technology | conceptual model | new business strategy | enterprise systems | health care | internet | supply chains | management information systems | medical informatics | information systems | industrial relations | mobile technologies | mobile computing | mobile technology | business strategy | management of change | biomedical informatics,L3,0,0,0,10,0,0,0,0,0
53e997fcb7602d9702004258,Implicit interest indicators,2001,965,Recommender system | Web page | Web browser | Computer science | Human computer interaction | Scrolling | User interface | Multimedia,implicit interest indicator | recommender system | various implicit rating | implicit rating | user interface | actual user interest well understood | explicit rating | individual implicit rating | explicit interest | user interaction | navigation | data collection | web pages,L3,4,0,4,1,0,0,0,0,0.083333
53e997fcb7602d9702004fc6,An empirical investigation of ODSS impact on individuals and organizations,2000,83,Management support systems | Institutionalisation | Business process | Computer science | Decision support system | Knowledge management | Decision process | Approaches of management,impact | organizational dss | implementation | odss impact | empirical investigation | success | business process | decision support system,L2,2,0,2,6,0,0,0,0,0
53e99800b7602d970200bb85,End user Development,2003,19,Software design | Computer science | End user development | Natural language programming | Software | Human computer interaction | Software development process | Web application | Integrated software | Software development,,L3,0,0,0,16,0,0,0,0,0
53e99800b7602d970200cfc9,Evaluation Of Ontologies,2001,288,Ontology information science | Ontology | Data mining | Knowledge representation and reasoning | Process ontology | Domain knowledge | Knowledge based systems | IDEF5 | Semantics | Mathematics,,L3,1,0,1,4,0,0,0,0,0
53e99800b7602d970200e7ea,Enterprise Model Integration,2003,101,Enterprise application integration | Systems engineering | Business process | Computer science | Operations research | Enterprise modelling | Business requirements | Business process modeling | Software architecture | Enterprise integration | Metamodeling | Distributed computing,meta model | enterprise modeling | business process | enterprise application integration,L3,0,0,0,6,0,0,0,0,0
53e99804b7602d9702018642,Dynamic Data Mining,2000,47,Information system | Critical success factor | Data mining | Data stream mining | Information processing | Computer science | Association rule learning | Dynamic data | Artificial intelligence | Knowledge extraction | Knowledge acquisition | Machine learning,dynamic approach | data mining | right information | knowledge discovery | dynamic data mining | large itemsets | frequent itemsets | advanced data analysis | business information | data mining result | apriori like approach | right time | association mining | competitive advantage | data analysis | critical success factor | dynamic data,L3,0,0,0,0,0,0,0,0,0
53e99808b7602d970201b309,Customer knowledge management,2002,548,,project management | location | customer relationship management | knowledge management | consumer | operational research | operations research | reliability | computer science | logistics | marketing | inventory | production | forecasting | retail | communications technology | information technology | management science | information systems | investment | scheduling,L3,1,0,1,58,0,0,0,0,0
53e99809b7602d970201dd2e,COTS products characterization,2002,79,Systems engineering | Computer science,cots product | generic evaluation | proposed attribute | general cots characterization attribute | industrial context | cots | resulting framework | learning | educational context | project specific goal | selection | deeper insight | metrics | cots products characterization | commercial off the shelf,L3,0,0,0,8,0,0,0,0,0
53e99809b7602d97020207a4,Collage composites construction,2003,52,Hypertext | Data structure | Tinderbox | World Wide Web | Computer science | Exploit | Multimedia | Transclusion,regular data structure | personal document | spatial hypertext | storyspace | weblogs | tinderbox | collage | conceptual structure | prototype inheritance | hypertext systems | composites | patterns of hypertext | hypertext tool | self organization | data structure,L3,0,0,0,1,0,0,0,0,0
53e99809b7602d97020207b3,Calibrating Collective Commitments,2003,23,Cooperative problem solving | Teamwork | Computer science | Knowledge management | Logical framework | Distributed computing,different aspect | tuning mechanism | social commitment | different situation | collective commitment | collective commitment fitting | collective intention | general tuning scheme | cooperative problem | different version | logical framework,L3,0,0,0,9,0,0,0,0,0
53e99809b7602d97020210bf,Classifying digital products,2002,122,Programming language | Software engineering | Computer science,successful e commerce strategy | digital product | e commerce,L3,1,0,1,8,0,0,0,0,0
53e99818b7602d97020321b8,Reexamining organizational memory,2000,250,Programming language | Organizational memory | Cognitive science | Computer science,organizational memory,L3,14,0,14,58,0,0,0,0,0.010989
53e99818b7602d9702033e8f,Requirements interaction management,2003,268,Interaction management | Viewpoints | Computer science | Requirements engineering | KAOS | Theoretical computer science | Requirements management | Systems architecture | Telos | System requirements specification | Database | Process management,requirements engineering | system specification | issues based framework | dependency analysis | telos | distributed intentionality | critical relationship | kate | kaos | oz | related literature | requirements interaction management | software cost reduction scr | analysis and design | composite system | research project | viewpoints | system architecture | winwin | critical area | deficiency driven design | interaction analysis | management | reliability | security | performance | dependence analysis | design | requirement engineering,L3,0,3,3,4,1,1,1,0,0
53e9981db7602d970203bcee,Solutions driven marketing,2002,52,Programming language | Software engineering | Computer science | Personalization,solutions driven marketing | product customization,L2,1,0,1,1,0,0,0,0,0
53e9981db7602d970203c677,Smart card evolution,2002,131,World Wide Web | Programming language | Computer security | Computer science | Recreation | Smart card,related technology | smart card evolution | smart card | electronic commerce,L3,0,0,0,10,0,0,0,0,0
53e9981db7602d970203dbe4,Safe exchange planner,2000,17,Countable set | Uncountable set | Computer science | Operations research | Planner | Software agent | Game theory | Chunking psychology | Artificial intelligence | Valuation finance | Cost accounting,chunking | optimisation | chunk sequencing | planning artificial intelligence | safe exchange planner | sandholm phd 96 | different law | different setting | optimize different simplicity criterion | exchange management agent | previous chunk | exchange party | game theory | safe exchange | electronic commerce | next chunk | software agents | game theory | games | difference set | interface design | cost accounting | computer science,L3,5,1,6,9,1,1,1,7,0
53e99821b7602d970203e6ec,Security Policy Consistency,2000,35,Security convergence | Security testing | Security through obscurity | Computer science | Information security standards | Computer security | Security service | Cloud computing security | Security information and event management | Computer security model,security policy,L3,0,0,0,9,0,0,0,0,0
53e99822b7602d9702042e89,Searching social networks,2003,334,Graph | Social network | Computer science | Knowledge management | Path search | Human computer interaction | Artificial intelligence | Machine learning | Referral,prototype system | knowledge management | present approach | multiagent system | social networks | path search | dynamic social network | referral system | ai scientist | single agent system | practical social network | proposed approach empirically | referral systems | local knowledge | social network | human interaction | design,L3,3,11,14,9,4,0.486486,0.599537,103.166667,0.065934
53e99822b7602d9702043329,Systematic stereotype usage,2003,40,Software engineering | Unified Modeling Language | Computer science | Theoretical computer science | Heuristics | Artificial intelligence | Applications of UML | Stereotype | Metamodeling,classica tion | stereotypes | uml extension mechanism | transitive properties,L3,0,1,1,8,1,1,1,0,0
53e99822b7602d97020442d6,Searching the Web,2001,936,,generic search engine architecture | local web page storage | pagerank | link analysis | indexing | search performance | different design | search engine | infor mation retrieval | fundamental concept | hubs | engine component | hits | authorities | current web search engine | implementation technique | crawling | own experimental search engine | common design,L3,2,0,2,1,0,0,0,0,0
53e99822b7602d9702044e66,Similarity vs Diversity,2001,603,Recommender system | Data mining | Similitude | Computer science | Greedy algorithm | Artificial intelligence | Case based reasoning | Machine learning,target problem | case based recommender system | cbr system | retrieval diversity | case based reasoning system | conventional similarity assumption | case base reasoning | recommender system,L3,2,0,2,1,0,0,0,0,0
53e99822b7602d97020455b7,Taming architectural evolution,2001,93,Architectural technology | Software engineering | Systems engineering | Computer science | Software | Configuration management | Software architecture | Architectural geometry | Architectural pattern | Software development | System model,Mae | configuration managment | design environment | evolution | software architecture | system model,L3,1,1,2,6,1,1,1,1,0
53e99827b7602d9702046c7a,The autistic society,2001,85,Information system | Social science | Autism | Wish | Sociology | Addiction | Public relations | Information technology | Telecommuting | Marketing | The Internet,Information systems | Information technology | Autism | Communication | Society,L3,0,0,0,58,0,0,0,0,0
53e99827b7602d9702046f0d,Testing a roadmap,2000,627,System integration testing | Software quality analyst | Systems engineering | Software engineering | Computer science | Manual testing | Regression testing | Non regression testing | Software reliability testing | Software construction | Test strategy | Reliability engineering,software evolution | software analysis | software development | software engineering | quality assurance | software maintenance | software migration | software testing | reverse engineering,L3,2,1,3,8,1,1,1,1,0
53e9982cb7602d9702050737,Passion IT Governance,2003,8,Corporate governance | Computer science | Public relations | Passion | Knowledge management | Senior management | Exploratory research | Marketing,is success | it governance | top management support | commitment | benefits management | senior management support | work systems | accountability | passion | is failure | exploratory study,L3,0,2,2,8,2,0.666667,0.75,0,0
53e9982cb7602d9702051c0c,Progressive open source,2002,177,Corporation | Permission | Software engineering | Systems engineering | Computer science | Software system | Regression testing | Open source development | Community building | Modular design | Empirical research,software system | corporate source | large corporation | progressive open source | open source method | open source | innovative software engineering paradigm | general software engineering practice | software engineering principle | open source development method | computer architecture | community building | regression testing | collaboration | programming | linux | empirical study | modular design | software engineering | software systems,L3,1,3,4,8,2,0.8,0.875,4,0
53e99832b7602d9702055d71,Priming the pipeline,2002,92,,backyard project | high growth rate | high tech fundamental | girl survey respondent | high incidence | college bound high school student | garnett foundation | computer industry | pilot program | high school girl | program design | role models,L3,0,0,0,8,0,0,0,0,0
53e99832b7602d9702055216,Practical software measurement,2003,20,Technical writing | Information needs | Software engineering | Systems engineering | Computer science | Information model | Software measurement | Project management,specific numerical technique | innovative element | measurement process model | basic concept | project manager | information need | measurement information model | practical software measurement | one day overview | measurement approach | information model | project management | technical writing | software measurement | capability maturity model | satisfiability | software engineering | process model,L3,1,1,2,8,0,0,0,0,0
53e99832b7602d9702057457,PCA versus LDA,2001,4174,Training set | Computer vision | Facial recognition system | Pattern recognition | Computer science | Artificial intelligence | Linear discriminant analysis | Training data sets | Mobile robot | Principal component analysis | Machine learning | Cognitive neuroscience of visual object recognition,mobile robots | pattern recognition | object recognition | switches | image recognition | principal components analysis | training data | indexing terms | linear discriminant analysis | pca | databases | principal component analysis | face recognition,L3,0,0,0,0,0,0,0,0,0
53e99833b7602d9702059db1,Negotiating Complex Contracts,2002,411,,nonlinear negotiation | computer model | simulated annealing,L3,0,1,1,9,1,1,1,0,0
53e99837b7602d970205e5dc,Network information flow,2000,10396,Linear network coding | Information flow information theory | Telecommunications network | Computer science | Max flow min cut theorem | Computer network | Network simulation | Theoretical computer science | Diversity coding | Multicast | Non broadcast multiple access network,Computer networks,L3,0,0,0,9,0,0,0,0,0
53e9983db7602d9702064011,Organizational knowledge resources,2001,528,Procedural knowledge | Body of knowledge | Data mining | Knowledge integration | Domain knowledge | Personal knowledge management | Computer science | Knowledge management | Knowledge value chain | Knowledge engineering | Organizational learning,knowledge management | delphi study | organizational knowledge resource | taxonomy | knowledge resources | knowledge | decision support system,L3,6,1,7,58,1,1,1,4,0.047619
53e9983db7602d9702065035,Latent dirichlet allocation,2001,45543,,probabilistic lsi model | generative probabilistic model | text corpus | latent dirichlet allocation | finite mixture | topic probability | text classification | three level hierarchical bayesian model | infinite mixture | unigrams model | underlying set | naive bayes | probabilistic latent semantic indexing | random variable,L3,1,1,2,1,1,1,1,1,0
53e9983db7602d9702068210,Learning Mutual Trust,2000,27,Correlated equilibrium | Mathematical economics | Epsilon equilibrium | Fictitious play | Risk dominance | Computer science | Best response | Equilibrium selection | Artificial intelligence | Nash equilibrium | Traveler s dilemma,equilibrium configuration | nash equilibrium strategy profile | lesser payoff | iterated two player game | 1 level agent | interesting action revealation strategy | learning mutual trust | nash equilibrium | best response | revealer better payoff | higher payoff | it strategy,L3,0,0,0,9,0,0,0,0,0
53e99842b7602d970206cf79,Managing Code Ownership,2003,4,Static program analysis | Common ownership | Systems engineering | Software engineering | Computer science | Extreme programming practices | Unified Process | Software development process | Extreme programming | Team software process | Software development,software process | unified process | extreme programming,L3,0,0,0,6,0,0,0,0,0
53e99842b7602d9702071232,Mining scientific data,2001,39,Data science | Computer science | Visualization | Data acquisition | Computational steering,data acquisition | data mining | computer aided design | storage system | scientific data,L3,0,3,3,0,1,1,1,0,0
53e99845b7602d970207382a,Managing Government Databases,2001,39,,permit data | database network | strengthening database management technology | ontologies filter interaction | information revolution | Government Databases | information search | information repository | Web based technique | accessing Internet databases | information space,L3,0,0,0,9,0,0,0,0,0
53e99845b7602d9702073a2f,Managing Information Overload,2002,0,,managerial information overload | knowledge worker | information overload | key data | technical solution | personal capacity | personal action plan | organizational imperative | wide range | information management skill | latest worksmart guide | better decision,L3,0,0,0,1,0,0,0,0,0
53e99846b7602d970207519d,Modelling Networked Enterprises,2002,42,Enterprise system | Integrated enterprise modeling | Systems engineering | Computer science | Enterprise software | Knowledge management | Enterprise systems engineering | Enterprise modelling | Enterprise information system | Enterprise integration | Enterprise life cycle | Process management,company boundary | application integration | interorganisational nature | networked enterprise computing place | enterprise system | networked enterprise | business environment | inter organisational business process | networked enterprise modelling | modelling networked enterprises | enterprise computing | application software | computer networks | electronic learning | internet | enterprise modelling | supply chains | business communication | business process | uml | unified modeling language,L3,0,1,1,6,2,0.6,0.666667,0,0
53e99846b7602d970207844c,Web service componentization,2003,208,Web development | World Wide Web | Programming language | Postback | Computer science | Web standards | Web application security | Web service | WS Policy,service composition reuse | web service componentization | web service,L3,0,1,1,10,1,1,1,0,0
53e9984bb7602d970207cc09,Visualizing knowledge domains,2003,1311,Computer science | Knowledge structure | Library science | Information representation,information retrieval | cluster analysis | bibliometrics | multidimensional scaling | visualization | classification | factor analysis | semantics,L3,0,7,7,1,1,1,1,0,0.02381
53e9984bb7602d970207d0fa,Visualizing online activity,2001,87,Programming language | Computer science | Human computer interaction,online activity,L3,1,0,1,1,0,0,0,0,0
53e9984bb7602d970207f2ab,Understanding strategy selection,2001,77,Inference | Computer science | Knowledge management | Human computer interaction | Cognitive style,understanding strategy selection | cognitive styles | individual differences | strategies | cognitive style | reasoning,L3,0,0,0,10,0,0,0,0,0
53e9984bb7602d970207f9c8,Understanding ontological engineering,2002,304,Ontology information science | Data science | Computer science | IDEF5 | Ontological engineering | Software | The Internet,natural language processing | knowledge based system,L3,0,0,0,4,0,0,0,0,0
53e9984fb7602d970208157c,User Centred Design,2000,59,,user centred design,L3,1,0,1,8,0,0,0,0,0
53e9984fb7602d970208467c,The Reengineering Wiki,2002,37,Personal wiki | World Wide Web | Software engineering | Collaborative software | Computer science | Reverse engineering | Authoring system | Business process reengineering | Web site,collaborative software | navigation | reverse engineering | reengineering | taxonomy,L3,0,1,1,58,1,1,1,0,0
53e9984fb7602d97020846f3,The Sybil Attack,2002,6553,Internet privacy | Computer security | Computer science | Random oracle | Sybil attack | Redundancy engineering | Hash function | BitTorrent protocol encryption | Remote computing,single faulty entity | sybil attack | centralized authority | substantial fraction | security threat | hostile remote computing element | unrealistic assumption | large scale peer to peer system | multiple identity | resource parity,L3,8,2,10,9,3,0.555556,0.666667,16.5,0.066667
53e9984fb7602d97020853b5,Toward sociable robots,2003,868,Social relation | Media Lab Europe s social robots | Simulation | Computer science | Kismet | Facial expression | Robot | Social interfaces | Human robot interaction | Humanoid robot,Sociable robots | Human robot interaction | Humanoid robots | Facial expression | Social interaction,L3,1,0,1,16,0,0,0,0,0
53e9984fb7602d97020877c5,The McCarthy protocols,2003,0,Programming language | Computer science | Human computer interaction,personal interaction | social discomfort | development agendum | mccarthy protocol | maximizing developer,L3,0,0,0,9,0,0,0,0,0
53e99854b7602d970208c22e,The knowledge grid,2003,468,,knowledge grid | knowledge discovery,L3,1,0,1,58,0,0,0,0,0
53e99858b7602d970208f880,The Human Experience,2002,520,,appropriate physical interaction experience | human experience | general application feature | everyday practice | clear goal | holistic user experience | human centered vision | different form | interactive experience | heterogeneous device | human computer interaction | demography | information technology | pervasive computing | psychology | sociology | sampling methods | human factors | prototypes | ubiquitous computing,L3,4,1,5,1,1,1,1,5,0.1
53e99859b7602d970209581b,An Innovative Approach for Managing Competence An Operational Knowledge Management Framework,2003,3,Competence based management | Domain knowledge | Personal knowledge management | Computer science | Mathematical knowledge management | Knowledge management | Knowledge value chain | Knowledge engineering | Organizational learning | Data management,traditional knowledge | knowledge management,L3,0,4,4,58,4,0.459016,0.520833,0,0.166667
53e9985fb7602d9702098620,Rapid software development through team collocation,2002,206,Human resource management | Observational study | Software engineering | Computer science | Software prototyping | Theoretical computer science | Project sponsorship | Schedule | Software development | Process management | Collocation | Project management,human resource management | project management | software development management | software prototyping | Fortune 100 company | collocated projects | field study | industry benchmarks | interview data | learning | observational data | project performance | project productivity | project schedules | questionnaire data | radical collocation | rapid software development | satisfaction | software development teams | software engineering | software metrics | system development | team availability | team collocation | team room | team visibility | war rooms | work coordination,L3,1,1,2,58,1,1,1,0.5,0
53e9985fb7602d9702099dc4,Software Project Duration and Effort An Empirical Study,2002,66,Work breakdown structure | Schedule project management | Extreme project management | Computer science | Knowledge management | Software project management | Project management triangle | Project planning | Effort management | Management science | Project management | Process management,better scope software project | software project | project scope | project requirement | incomplete requirements determination | project characteristic | software project duration | project duration | inadequate project estimation | software project management | empirical study | anticipated project size | project effort | greater effort | environmental change,L3,0,0,0,8,0,0,0,0,0
53e99866b7602d970209eb98,Trust Power And Interorganizational Information Systems The Case Of The Electronic Trading Community Translease,2000,33,Information system | Conceptual model | Computer science | Knowledge management | Action research | Electronic trading | Complex problems,electronic community | electronic commerce power and politics | intraorganizational information systems,L3,5,0,5,6,0,0,0,0,0
53e99866b7602d970209fada,Knowledge management A U S Social Security Administration case study,2001,0,Economics | Knowledge sharing | Public relations | Personal knowledge management | Knowledge management | Knowledge value chain | Organizational learning | Social security | Government,bri | knowledge management,L3,2,1,3,58,1,1,1,2,0
53e99866b7602d97020a00f0,Resolving semantic heterogeneity in schema integration,2001,206,,database integration | concepts ofdifferent ontology | meaningof data | theresulting schema | global schema | integrated schema | data source | data structure | resolving semantic heterogeneity | formal ontologies | similarity relation | structure ofthe schema item | schema integration | semantic heterogeneity | schema definition,L3,0,0,0,4,0,0,0,0,0
53e99866b7602d97020a03d3,CUSTOM MADE APPAREL AND INDIVIDUALIZED SERVICE AT LANDS END,2003,44,Mass customization | Customer service | Competitive advantage | Clothing | Archetype | Strategic Initiative | Supply chain | Engineering | Marketing | Sustainability,jeans | online shopping | apparel,L3,0,1,1,10,1,1,1,0,0
53e99866b7602d97020a0a3d,Iterative Deepening Dynamic Time Warping for Time Series,2002,383,Dynamic time warping | Pattern recognition | Computer science | Algorithm | Artificial intelligence | Iterative deepening depth first search,dynamic time warping | time series,L3,0,2,2,0,1,1,1,0,0
53e99867b7602d97020a1bb5,Satchel providing access to any document any time anywhere,2000,133,Mobile computing | World Wide Web | Wireless | Computer science | Document processing | Communication channel | Mobile device | Human computer interaction | Security policy | User interface | Multimedia | Information appliance,remote document access | satchel system | mobile client | fundamental satchel concept | mobile computing | electronic document | mobile document work | mobile document worker | mobile work | information appliance | document processing | document access | mobile device | document appliance | fundmental satchel concept | user interface | security policy | infrared | wireless communication | limit set | mobile computer,L3,3,0,3,16,0,0,0,0,0.166667
53e99876b7602d97020b0ff6,Desktop Video Conferencing In Virtual Workgroups Anticipation System Evaluation And Performance,2001,90,Workgroup | Desktop Video | Anticipation | Computer science | System evaluation | Technology acceptance model | Human computer interaction | Virtual office | Multimedia,desktop video conferencing | emerging information technologies | parameter estimation | technology acceptance model | telecommunications,L3,0,0,0,10,0,0,0,0,0
53e99876b7602d97020b2335,Evaluating The Role Of Intermediaries In The Electronic Value Chain,2000,71,Artifact centric business process model | New business development | Computer science | Business requirements | Business model | Value chain | Business process modeling | Marketing | Business rule | Business analysis,intermediaries | e commerce | value chain | model | modelling,L3,1,0,1,6,0,0,0,0,0
